file_id,file_path,adjusted_energy,geometric_center_distance,X,Y,Z
r200_t2.4_t2.4_300.cif,d:\New folder\project\data\r200\t2.4\t2.4_300.cif,-0.354319999999916,6.053684536523918,-0.1590170315617739,-0.917084633806953,5.981702585874465
r200_t2.4_t2.4_320.cif,d:\New folder\project\data\r200\t2.4\t2.4_320.cif,-0.3324799999999186,6.165457621367048,-0.2404667518847459,-0.4830248269036234,6.14180188859147
r200_t2.4_t2.4_340.cif,d:\New folder\project\data\r200\t2.4\t2.4_340.cif,-0.2274699999999256,6.637929882611462,-1.0995514011819916,-0.6367030969785883,6.515190634887271
r200_t3.6_t3.6_160.cif,d:\New folder\project\data\r200\t3.6\t3.6_160.cif,-0.0060899999999719,7.361699918631584,-0.7016628285373707,-1.0389763251546402,7.254159025193572
r200_t3.6_t3.6_200.cif,d:\New folder\project\data\r200\t3.6\t3.6_200.cif,-0.0634999999999763,7.899375883922473,-1.0556599653822665,-1.1810421441062366,7.738918583809369
r200_t3.6_t3.6_220.cif,d:\New folder\project\data\r200\t3.6\t3.6_220.cif,-0.2038299999999253,7.343080497594647,-1.3407904209085393,-0.838247824170229,7.170805591189084
r200_t3.6_t3.6_240.cif,d:\New folder\project\data\r200\t3.6\t3.6_240.cif,-0.2749099999999771,6.709835303510374,-1.413047794607666,-0.3311755437409946,6.550992939212835
r200_t4.8_t4.8_220.cif,d:\New folder\project\data\r200\t4.8\t4.8_220.cif,-0.0090099999999893,7.273795903699737,-0.5056835428578513,-0.6671913822906588,7.225458232012616
r200_t4.8_t4.8_240.cif,d:\New folder\project\data\r200\t4.8\t4.8_240.cif,-0.0885399999999663,6.632328471299379,-0.5358741249582549,-0.1849799350073417,6.608055863645014
r200_t6.0_t6.0_100.cif,d:\New folder\project\data\r200\t6.0\t6.0_100.cif,-0.0218299999999089,5.989854635530235,0.1674459802571687,-0.7632610903258377,5.938665919756168
r200_t6.0_t6.0_300.cif,d:\New folder\project\data\r200\t6.0\t6.0_300.cif,-0.1215999999999439,6.226281078797652,1.027377703612471,-0.6791445229495978,6.103264195761247
r200_t7.2_t7.2_280.cif,d:\New folder\project\data\r200\t7.2\t7.2_280.cif,-0.0038599999999178,6.2802584443994185,-0.6746745496453572,-0.8051688114470374,6.191781937825653
